Item Code,Item Name,Category Name,net_qty_kg,net_revenue,avg_sell_price,avg_wholesale,loss_rate,loss_adj_margin,discount_share,txn_count
102900011035740,Crab Flavor Mushroom And White Mushroom Mix (Box),Edible Mushroom,371.0,2931.8,7.902425876010782,5.318463611859839,0.0084,941.9351351351353,0.31266846361185985,371
102900005116912,Jigu Mushroom (1),Edible Mushroom,375.222,5661.9376,15.101315789473684,8.856946271929825,0.08990000000000001,2010.0155694539062,0.010964912280701754,1824
102900011035788,Xixia Xianggu Mushroom (Bag),Edible Mushroom,379.0,1848.5,4.87730870712401,2.4749076517150397,0.0943,812.8480181075411,0.026385224274406333,379
106930274220092,The Crab Flavor Mushroom (Bag),Edible Mushroom,400.0,1982.1000000000001,5.1922693266832916,2.9527680798004985,0.11130000000000001,652.1123776302466,0.0,401
102900011032619,Xixia Xianggu Mushroom (2),Edible Mushroom,414.593,9015.2332,21.786177565124934,13.606262626262627,0.0943,2797.6819909903943,0.08080808080808081,1881
102900005115854,Radish Leaves,Flower/Leaf Vegetables,415.325,2103.8182,5.125609756097561,2.9133048780487805,0.0535,850.0615280507132,0.0,820
102900011034200,Amaranth (Bag),Flower/Leaf Vegetables,426.0,1171.2,2.748941176470588,1.5091058823529413,0.0943,462.6430826984652,0.2917647058823529,425
102900005116219,Red Hot Peppers,Capsicum,439.567,6426.7,14.646741452991453,8.153723290598291,0.0673,2592.9424037739896,0.0010683760683760685,1872
102900011010891,Wild Lotus Root (1),Aquatic Tuberous Vegetables,449.754,4668.0384,10.173430493273543,6.9973991031390135,0.0797,1240.113690666087,0.10089686098654709,892
102900011032732,High Melon (2),Aquatic Tuberous Vegetables,449.856,8969.1363,20.23447559709242,13.61048805815161,0.0943,2181.511678160539,0.3125649013499481,1926
102900011032206,Green Hang Pepper (Bag),Capsicum,457.0,1423.1,3.114945054945055,1.7804615384615385,0.09430000000000001,525.462813293585,0.22857142857142856,455
102900011030905,Yuxingcao (Bag),Flower/Leaf Vegetables,470.0,2190.2000000000003,4.66,1.7024893617021275,0.0943,1306.7176106878658,0.1148936170212766,470
