Category Code,Category Name,net_qty_kg,net_revenue,loss_adj_margin,avg_loss_rate,discount_share,unique_items
1011010501,Solanum,22442.119,191226.9834,61101.2567334486,0.06411989175464386,0.02579179473473206,10
1011010402,Aquatic Tuberous Vegetables,40607.552,350306.0611,81757.36694306755,0.0891125905843436,0.09874332872951729,18
1011010201,Cabbage,41789.777,375980.8439,102096.6991562723,0.10664638442878596,0.053667552269839436,5
1011010801,Edible Mushroom,76131.726,620110.202,184641.30480095872,0.08884176144019834,0.0788012720314774,71
1011010504,Capsicum,91645.112,754564.4229,238458.63085640242,0.0775557121290794,0.035543952768322465,43
1011010101,Flower/Leaf Vegetables,198659.553,1079834.829,336679.6328520856,0.12733681348804704,0.050251831501831504,99
